Invoice ID,Date,Branch,City,Customer Type,Gender,Product,Category,Quantity,Unit Price,Payment,Rating,Sales,Month,Month_Name,DayOfWeek
INV0387,2026-03-18,D,Bengaluru,Normal,Female,Cold Drink,Beverages,9,60.86,Card,4.4,547.74,2026-03,Mar 2026,Wednesday
INV0388,2026-06-17,D,Bengaluru,Normal,Female,Rice,Grocery,5,68.17,Card,4.4,340.85,2026-06,Jun 2026,Wednesday
INV0389,2026-06-24,C,Mumbai,Normal,Female,Chocolate,Snacks,4,47.2,Card,3.3,188.8,2026-06,Jun 2026,Wednesday
INV0390,2026-01-10,A,Jaipur,Normal,Female,Tomato,Vegetables,5,48.58,Net Banking,4.2,242.9,2026-01,Jan 2026,Saturday
INV0391,2026-05-10,B,Delhi,Normal,Female,Tea,Beverages,4,124.35,Card,3.6,497.4,2026-05,May 2026,Sunday
INV0392,2026-06-24,B,Delhi,Member,Female,Noodles,Grocery,2,52.19,Cash,4.8,104.38,2026-06,Jun 2026,Wednesday
INV0393,2026-03-08,A,Jaipur,Member,Female,Eggs,Dairy,5,87.92,Card,4.2,439.6,2026-03,Mar 2026,Sunday
INV0394,2026-02-19,D,Bengaluru,Member,Male,Shampoo,Personal Care,10,179.15,Net Banking,4.0,1791.5,2026-02,Feb 2026,Thursday
INV0395,2026-02-21,D,Bengaluru,Normal,Male,Cheese,Dairy,1,212.9,Cash,3.7,212.9,2026-02,Feb 2026,Saturday
INV0396,2026-06-11,D,Bengaluru,Normal,Female,Biscuits,Snacks,3,29.12,Card,5.0,87.36,2026-06,Jun 2026,Thursday
INV0397,2026-05-06,C,Mumbai,Member,Male,Bread,Bakery,5,36.83,Cash,4.6,184.15,2026-05,May 2026,Wednesday
INV0398,2026-01-02,A,Jaipur,Member,Female,Biscuits,Snacks,7,30.55,Net Banking,3.1,213.85,2026-01,Jan 2026,Friday
INV0399,2026-06-23,B,Delhi,Normal,Male,Coffee,Beverages,6,192.96,UPI,3.0,1157.76,2026-06,Jun 2026,Tuesday
INV0400,2026-05-09,B,Delhi,Member,Male,Eggs,Dairy,6,92.79,Net Banking,4.2,556.74,2026-05,May 2026,Saturday
INV0401,2026-04-22,B,Delhi,Normal,Female,Rice,Grocery,5,73.63,Card,4.8,368.15,2026-04,Apr 2026,Wednesday
INV0402,2026-04-14,B,Delhi,Member,Male,Tea,Beverages,8,129.53,Cash,3.0,1036.24,2026-04,Apr 2026,Tuesday
INV0403,2026-04-04,B,Delhi,Member,Male,Biscuits,Snacks,1,28.61,UPI,4.4,28.61,2026-04,Apr 2026,Saturday
INV0404,2026-06-19,A,Jaipur,Normal,Male,Apples,Fruits,5,148.43,UPI,3.2,742.15,2026-06,Jun 2026,Friday
INV0405,2026-05-02,A,Jaipur,Member,Male,Bread,Bakery,7,41.21,Card,4.4,288.47,2026-05,May 2026,Saturday
INV0406,2026-04-18,B,Delhi,Normal,Female,Milk,Dairy,2,53.25,Cash,4.7,106.5,2026-04,Apr 2026,Saturday
INV0407,2026-02-20,A,Jaipur,Member,Male,Cheese,Dairy,2,227.7,Net Banking,4.2,455.4,2026-02,Feb 2026,Friday
INV0408,2026-01-11,C,Mumbai,Normal,Female,Cheese,Dairy,6,236.65,Cash,4.1,1419.9,2026-01,Jan 2026,Sunday
INV0409,2026-05-27,B,Delhi,Member,Male,Tomato,Vegetables,1,43.78,UPI,4.3,43.78,2026-05,May 2026,Wednesday
INV0410,2026-06-14,B,Delhi,Normal,Male,Rice,Grocery,2,73.13,Card,3.5,146.26,2026-06,Jun 2026,Sunday
INV0411,2026-04-03,C,Mumbai,Normal,Male,Face Wash,Personal Care,2,119.31,Card,4.6,238.62,2026-04,Apr 2026,Friday
INV0412,2026-02-05,C,Mumbai,Normal,Male,Bananas,Fruits,2,62.29,UPI,4.3,124.58,2026-02,Feb 2026,Thursday
INV0413,2026-04-06,B,Delhi,Normal,Female,Tea,Beverages,8,117.26,UPI,4.6,938.08,2026-04,Apr 2026,Monday
INV0414,2026-04-18,B,Delhi,Member,Female,Shampoo,Personal Care,8,177.14,Net Banking,4.3,1417.12,2026-04,Apr 2026,Saturday
INV0415,2026-04-17,B,Delhi,Normal,Male,Shampoo,Personal Care,1,169.42,UPI,4.8,169.42,2026-04,Apr 2026,Friday
INV0416,2026-06-25,D,Bengaluru,Normal,Female,Cold Drink,Beverages,3,66.86,UPI,4.8,200.58,2026-06,Jun 2026,Thursday
INV0417,2026-01-17,B,Delhi,Normal,Female,Tomato,Vegetables,2,48.03,UPI,3.5,96.06,2026-01,Jan 2026,Saturday
INV0418,2026-05-13,C,Mumbai,Normal,Male,Milk,Dairy,9,56.8,Card,4.0,511.2,2026-05,May 2026,Wednesday
INV0419,2026-05-23,A,Jaipur,Member,Female,Bananas,Fruits,4,61.55,Cash,4.8,246.2,2026-05,May 2026,Saturday
INV0420,2026-02-12,A,Jaipur,Member,Female,Milk,Dairy,3,56.26,Net Banking,3.1,168.78,2026-02,Feb 2026,Thursday
INV0421,2026-04-14,D,Bengaluru,Member,Male,Tea,Beverages,5,115.03,Net Banking,4.6,575.15,2026-04,Apr 2026,Tuesday
INV0422,2026-03-22,A,Jaipur,Member,Female,Potato,Vegetables,10,34.69,Net Banking,3.2,346.9,2026-03,Mar 2026,Sunday
INV0423,2026-06-04,D,Bengaluru,Member,Male,Milk,Dairy,7,51.5,UPI,4.9,360.5,2026-06,Jun 2026,Thursday
INV0424,2026-02-27,C,Mumbai,Normal,Female,Cheese,Dairy,8,222.19,UPI,4.7,1777.52,2026-02,Feb 2026,Friday
INV0425,2026-01-30,C,Mumbai,Member,Female,Noodles,Grocery,10,57.35,Net Banking,3.2,573.5,2026-01,Jan 2026,Friday
INV0426,2026-01-12,B,Delhi,Member,Female,Milk,Dairy,5,53.6,UPI,4.8,268.0,2026-01,Jan 2026,Monday
INV0427,2026-01-31,D,Bengaluru,Member,Male,Biscuits,Snacks,7,31.54,Cash,4.9,220.78,2026-01,Jan 2026,Saturday
INV0428,2026-01-12,D,Bengaluru,Normal,Male,Chocolate,Snacks,4,49.66,Net Banking,4.9,198.64,2026-01,Jan 2026,Monday
INV0429,2026-01-02,A,Jaipur,Normal,Male,Potato,Vegetables,10,34.76,Net Banking,4.1,347.6,2026-01,Jan 2026,Friday
INV0430,2026-02-02,A,Jaipur,Member,Male,Noodles,Grocery,10,58.83,Cash,3.2,588.3,2026-02,Feb 2026,Monday
INV0431,2026-04-12,C,Mumbai,Normal,Male,Cheese,Dairy,7,233.42,Card,4.9,1633.94,2026-04,Apr 2026,Sunday
INV0432,2026-05-22,C,Mumbai,Member,Female,Potato,Vegetables,3,36.71,Card,4.3,110.13,2026-05,May 2026,Friday
INV0433,2026-05-09,B,Delhi,Normal,Male,Chocolate,Snacks,5,50.99,Cash,4.1,254.95,2026-05,May 2026,Saturday
INV0434,2026-04-19,C,Mumbai,Member,Female,Shampoo,Personal Care,9,187.51,Card,4.6,1687.59,2026-04,Apr 2026,Sunday
INV0435,2026-02-11,A,Jaipur,Normal,Male,Milk,Dairy,1,53.95,Card,5.0,53.95,2026-02,Feb 2026,Wednesday
INV0436,2026-04-26,C,Mumbai,Member,Male,Biscuits,Snacks,5,31.63,Card,3.2,158.15,2026-04,Apr 2026,Sunday
INV0437,2026-04-08,B,Delhi,Normal,Female,Noodles,Grocery,9,54.02,UPI,3.8,486.18,2026-04,Apr 2026,Wednesday
INV0438,2026-06-12,C,Mumbai,Member,Female,Noodles,Grocery,5,51.07,Cash,4.4,255.35,2026-06,Jun 2026,Friday
INV0439,2026-04-25,C,Mumbai,Member,Male,Cold Drink,Beverages,10,65.48,Card,3.4,654.8,2026-04,Apr 2026,Saturday
INV0440,2026-03-13,A,Jaipur,Member,Male,Cooking Oil,Grocery,9,161.1,Net Banking,4.1,1449.9,2026-03,Mar 2026,Friday
INV0441,2026-01-11,B,Delhi,Member,Female,Cooking Oil,Grocery,5,152.02,Cash,3.3,760.1,2026-01,Jan 2026,Sunday
INV0442,2026-05-27,C,Mumbai,Normal,Female,Chips,Snacks,10,32.48,Net Banking,4.1,324.8,2026-05,May 2026,Wednesday
INV0443,2026-05-20,A,Jaipur,Member,Male,Tea,Beverages,3,120.49,Net Banking,4.1,361.47,2026-05,May 2026,Wednesday
INV0444,2026-03-17,A,Jaipur,Normal,Female,Coffee,Beverages,4,171.97,Card,3.4,687.88,2026-03,Mar 2026,Tuesday
INV0445,2026-03-03,D,Bengaluru,Member,Female,Noodles,Grocery,1,57.85,Net Banking,4.8,57.85,2026-03,Mar 2026,Tuesday
INV0446,2026-03-07,B,Delhi,Member,Male,Bread,Bakery,6,41.17,Net Banking,4.1,247.02,2026-03,Mar 2026,Saturday
INV0447,2026-01-12,C,Mumbai,Member,Female,Milk,Dairy,6,58.62,Net Banking,3.6,351.72,2026-01,Jan 2026,Monday
INV0448,2026-02-23,B,Delhi,Member,Male,Tea,Beverages,2,120.27,UPI,4.3,240.54,2026-02,Feb 2026,Monday
INV0449,2026-06-25,B,Delhi,Member,Female,Bananas,Fruits,4,63.22,UPI,3.3,252.88,2026-06,Jun 2026,Thursday
INV0450,2026-05-28,D,Bengaluru,Member,Female,Tea,Beverages,2,111.13,UPI,4.6,222.26,2026-05,May 2026,Thursday
INV0451,2026-06-22,C,Mumbai,Member,Male,Bananas,Fruits,7,58.93,Net Banking,3.2,412.51,2026-06,Jun 2026,Monday
INV0452,2026-05-09,A,Jaipur,Member,Male,Chips,Snacks,10,32.55,Card,3.2,325.5,2026-05,May 2026,Saturday
INV0453,2026-02-10,C,Mumbai,Member,Male,Chips,Snacks,8,32.68,Net Banking,4.1,261.44,2026-02,Feb 2026,Tuesday
INV0454,2026-06-23,B,Delhi,Member,Male,Apples,Fruits,9,146.65,Card,4.8,1319.85,2026-06,Jun 2026,Tuesday
INV0455,2026-05-27,C,Mumbai,Member,Male,Milk,Dairy,9,55.47,UPI,4.2,499.23,2026-05,May 2026,Wednesday
INV0456,2026-02-17,A,Jaipur,Member,Male,Soap,Personal Care,6,42.91,Cash,3.4,257.46,2026-02,Feb 2026,Tuesday
INV0457,2026-03-16,C,Mumbai,Normal,Female,Chocolate,Snacks,10,46.92,UPI,4.3,469.2,2026-03,Mar 2026,Monday
INV0458,2026-02-02,C,Mumbai,Member,Female,Shampoo,Personal Care,10,171.29,Card,4.3,1712.9,2026-02,Feb 2026,Monday
INV0459,2026-04-26,B,Delhi,Normal,Female,Shampoo,Personal Care,2,173.81,Net Banking,3.7,347.62,2026-04,Apr 2026,Sunday
INV0460,2026-02-13,C,Mumbai,Member,Female,Cold Drink,Beverages,10,61.38,Net Banking,3.0,613.8,2026-02,Feb 2026,Friday
INV0461,2026-06-23,B,Delhi,Member,Female,Eggs,Dairy,7,93.06,Cash,4.5,651.42,2026-06,Jun 2026,Tuesday
INV0462,2026-06-15,D,Bengaluru,Member,Male,Potato,Vegetables,5,34.69,Cash,4.2,173.45,2026-06,Jun 2026,Monday
INV0463,2026-01-05,C,Mumbai,Member,Male,Biscuits,Snacks,4,31.88,UPI,4.7,127.52,2026-01,Jan 2026,Monday
INV0464,2026-05-20,A,Jaipur,Member,Male,Cold Drink,Beverages,10,65.82,Card,4.8,658.2,2026-05,May 2026,Wednesday
INV0465,2026-04-29,D,Bengaluru,Normal,Female,Biscuits,Snacks,4,29.36,Cash,4.0,117.44,2026-04,Apr 2026,Wednesday
INV0466,2026-04-25,A,Jaipur,Normal,Male,Apples,Fruits,1,136.95,Cash,3.3,136.95,2026-04,Apr 2026,Saturday
INV0467,2026-01-17,B,Delhi,Member,Female,Tomato,Vegetables,1,48.16,Cash,3.5,48.16,2026-01,Jan 2026,Saturday
INV0468,2026-05-01,B,Delhi,Normal,Female,Bread,Bakery,9,41.08,Net Banking,4.8,369.72,2026-05,May 2026,Friday
INV0469,2026-05-29,A,Jaipur,Member,Female,Bread,Bakery,6,43.08,Card,4.1,258.48,2026-05,May 2026,Friday
INV0470,2026-04-07,B,Delhi,Member,Male,Apples,Fruits,6,143.44,Card,4.9,860.64,2026-04,Apr 2026,Tuesday
INV0471,2026-05-09,B,Delhi,Member,Female,Cheese,Dairy,6,216.69,UPI,4.8,1300.14,2026-05,May 2026,Saturday
INV0472,2026-02-17,D,Bengaluru,Normal,Male,Cooking Oil,Grocery,9,143.52,Cash,3.3,1291.68,2026-02,Feb 2026,Tuesday
INV0473,2026-05-03,A,Jaipur,Normal,Female,Eggs,Dairy,6,88.77,Net Banking,3.4,532.62,2026-05,May 2026,Sunday
INV0474,2026-06-11,B,Delhi,Member,Male,Bananas,Fruits,1,55.42,Cash,4.0,55.42,2026-06,Jun 2026,Thursday
INV0475,2026-06-19,B,Delhi,Member,Female,Bread,Bakery,3,37.86,UPI,4.6,113.58,2026-06,Jun 2026,Friday
INV0476,2026-04-16,A,Jaipur,Normal,Male,Chocolate,Snacks,8,49.59,Cash,4.2,396.72,2026-04,Apr 2026,Thursday
INV0477,2026-06-02,B,Delhi,Member,Female,Chips,Snacks,5,35.89,Net Banking,4.2,179.45,2026-06,Jun 2026,Tuesday
INV0478,2026-06-05,B,Delhi,Member,Female,Apples,Fruits,2,137.43,Cash,3.2,274.86,2026-06,Jun 2026,Friday
INV0479,2026-05-04,D,Bengaluru,Member,Male,Chips,Snacks,9,35.56,UPI,4.3,320.04,2026-05,May 2026,Monday
INV0480,2026-05-04,A,Jaipur,Normal,Female,Bananas,Fruits,6,60.21,Cash,4.6,361.26,2026-05,May 2026,Monday
INV0481,2026-05-03,D,Bengaluru,Member,Male,Coffee,Beverages,10,182.56,Card,4.5,1825.6,2026-05,May 2026,Sunday
INV0482,2026-07-01,A,Jaipur,Member,Male,Soap,Personal Care,9,45.71,UPI,4.5,411.39,2026-07,Jul 2026,Wednesday
INV0483,2026-04-15,A,Jaipur,Member,Male,Cold Drink,Beverages,9,65.23,Card,3.7,587.07,2026-04,Apr 2026,Wednesday
INV0484,2026-06-06,B,Delhi,Member,Female,Bananas,Fruits,5,61.46,Card,3.6,307.3,2026-06,Jun 2026,Saturday
INV0485,2026-03-06,D,Bengaluru,Member,Female,Chocolate,Snacks,9,49.31,Net Banking,5.0,443.79,2026-03,Mar 2026,Friday
INV0486,2026-01-26,C,Mumbai,Normal,Female,Apples,Fruits,2,145.28,Cash,3.4,290.56,2026-01,Jan 2026,Monday
INV0487,2026-04-10,D,Bengaluru,Normal,Male,Tea,Beverages,10,125.78,Cash,4.9,1257.8,2026-04,Apr 2026,Friday
INV0488,2026-01-17,A,Jaipur,Normal,Female,Rice,Grocery,8,73.62,UPI,3.5,588.96,2026-01,Jan 2026,Saturday
INV0489,2026-06-02,C,Mumbai,Normal,Female,Rice,Grocery,7,71.22,Card,3.1,498.54,2026-06,Jun 2026,Tuesday
INV0490,2026-01-09,B,Delhi,Normal,Female,Tomato,Vegetables,4,44.56,Cash,4.6,178.24,2026-01,Jan 2026,Friday
INV0491,2026-01-23,B,Delhi,Member,Male,Chips,Snacks,1,33.15,Cash,5.0,33.15,2026-01,Jan 2026,Friday
INV0492,2026-01-24,D,Bengaluru,Member,Male,Coffee,Beverages,7,184.89,UPI,4.1,1294.23,2026-01,Jan 2026,Saturday
INV0493,2026-04-14,C,Mumbai,Member,Male,Coffee,Beverages,5,193.34,Net Banking,4.1,966.7,2026-04,Apr 2026,Tuesday
INV0494,2026-01-30,C,Mumbai,Member,Female,Cooking Oil,Grocery,2,147.77,Card,4.6,295.54,2026-01,Jan 2026,Friday
INV0495,2026-05-25,C,Mumbai,Member,Female,Noodles,Grocery,10,57.76,Net Banking,4.0,577.6,2026-05,May 2026,Monday
INV0496,2026-01-30,B,Delhi,Normal,Male,Tea,Beverages,8,128.86,Net Banking,3.5,1030.88,2026-01,Jan 2026,Friday
INV0497,2026-05-13,D,Bengaluru,Normal,Female,Eggs,Dairy,4,92.55,Card,4.1,370.2,2026-05,May 2026,Wednesday
INV0498,2026-05-22,C,Mumbai,Normal,Female,Eggs,Dairy,7,86.94,UPI,4.9,608.58,2026-05,May 2026,Friday
INV0499,2026-02-21,D,Bengaluru,Member,Male,Tea,Beverages,10,117.19,Net Banking,3.5,1171.9,2026-02,Feb 2026,Saturday
INV0500,2026-01-28,B,Delhi,Normal,Female,Face Wash,Personal Care,4,114.37,Cash,3.2,457.48,2026-01,Jan 2026,Wednesday
